date,epiweek,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF
2019-05-12,201920,16,74,25,20,160,4,383,256,530,755,1508,960,2158,1024,155,3545,35729,2907,2268,29982,3281,174,187,2602,496,6356,2630
2019-05-19,201921,11,54,22,24,135,3,347,291,483,788,1688,867,2187,1198,172,3486,30007,2989,2027,22956,2382,146,107,1759,473,5442,3079
2019-05-26,201922,11,45,29,11,125,2,267,248,434,709,1733,987,1985,1236,169,3414,23145,3787,1598,16154,1815,109,67,1509,401,4692,3427
2019-06-02,201923,22,32,29,11,86,2,155,225,458,651,1629,858,1609,1204,186,3030,15786,3318,1226,12471,1439,82,43,1280,314,3953,2943
2019-06-09,201924,24,44,24,24,98,4,123,175,323,711,1436,746,1341,1109,212,2468,10029,2605,992,9527,1232,76,47,1178,306,3300,2288
2019-06-16,201925,26,36,15,13,74,5,85,150,289,605,1352,545,963,997,259,1827,6140,2381,836,7434,1033,57,51,1040,224,2232,1346
2019-06-23,201926,16,36,16,13,60,2,68,151,257,525,1160,610,1034,949,353,1751,4689,2478,669,6183,937,62,43,733,205,1963,910
2019-06-30,201927,29,31,8,12,53,3,47,116,282,546,1212,583,1028,858,367,1896,3167,2337,656,3610,558,26,24,436,175,1491,651
2019-07-07,201928,31,37,19,6,44,5,31,93,221,508,1183,592,954,1031,372,1854,1671,1703,387,2429,395,21,6,346,122,1193,329
2019-07-14,201929,25,27,10,14,44,0,20,84,204,400,1089,583,807,970,329,1609,1020,1185,260,1695,227,16,9,270,101,1053,247
2019-07-21,201930,41,29,19,19,48,3,21,48,171,368,1015,448,612,794,454,1408,741,1023,201,1509,227,17,6,214,76,793,192
2019-07-28,201931,33,57,8,15,47,1,18,61,115,404,914,445,631,575,389,1305,566,924,187,1181,193,7,8,174,85,703,170
2019-08-04,201932,16,38,11,22,50,2,28,76,88,356,1010,479,664,476,286,1167,423,726,168,887,147,8,3,113,56,612,129
2019-08-11,201933,7,18,10,19,50,5,16,57,55,296,731,409,704,492,247,985,351,589,149,701,121,5,3,133,70,534,122
2019-08-18,201934,9,35,14,10,49,2,18,46,56,260,564,329,809,402,261,891,333,525,94,595,110,9,3,122,76,539,92
2019-08-25,201935,7,49,14,12,66,2,15,67,59,268,502,410,650,376,164,847,283,443,105,478,107,2,7,102,65,492,74
2019-09-01,201936,5,30,11,39,37,2,15,40,38,231,491,324,659,332,179,869,310,363,131,437,94,0,5,64,57,611,99
2019-09-08,201937,4,46,21,40,55,1,14,43,36,186,383,305,685,282,178,769,329,481,105,504,98,4,4,88,50,552,106
2019-09-15,201938,10,36,23,44,69,2,11,49,23,167,374,272,608,272,146,726,302,401,94,546,115,2,7,78,56,608,108
2019-09-22,201939,8,25,51,43,68,2,7,26,25,115,304,208,536,230,105,629,251,257,67,476,123,3,4,87,49,621,134
2019-09-29,201940,10,70,72,51,51,3,17,31,23,113,246,218,621,200,102,551,260,302,102,508,128,4,5,104,55,693,131
2019-10-06,201941,10,114,92,62,77,6,18,34,26,77,266,155,534,175,94,578,243,324,88,584,160,7,2,86,51,540,135
2019-10-13,201942,18,138,114,66,59,4,28,29,22,72,251,107,460,161,73,574,264,279,102,564,215,1,5,112,61,611,115
2019-10-20,201943,20,228,152,54,51,0,42,40,21,75,193,111,422,90,62,572,266,270,97,593,241,3,4,131,84,579,117
2019-10-27,201944,17,266,136,72,54,4,37,40,19,95,130,132,365,83,77,523,249,288,94,739,289,2,3,141,95,658,152
2019-11-03,201945,26,417,190,112,66,4,44,23,22,98,150,94,338,52,55,531,320,337,114,834,455,5,4,196,114,723,103
2019-11-10,201946,29,512,216,110,71,0,52,40,23,84,124,117,345,55,47,498,277,289,104,889,527,5,4,194,137,607,140
2019-11-17,201947,31,583,289,100,70,2,59,20,19,87,118,115,301,56,30,486,381,263,87,1095,789,10,3,244,221,680,128
2019-11-24,201948,41,575,301,96,48,2,69,20,27,97,146,100,270,41,14,427,394,371,120,1321,942,1,6,248,216,661,118
2019-12-01,201949,56,679,342,70,53,1,67,24,26,84,102,91,278,38,22,419,449,425,104,1604,1249,9,5,372,307,814,149
2019-12-08,201950,71,592,381,79,39,1,89,23,30,68,94,101,261,42,20,347,541,546,133,1699,1500,13,8,363,437,904,161
2019-12-15,201951,38,446,295,90,43,2,43,10,16,58,96,95,223,25,16,292,506,575,146,1714,1756,11,7,369,334,695,170
2019-12-22,201952,23,278,232,28,44,3,30,16,12,38,96,76,90,19,14,259,360,500,126,1568,1437,12,4,367,280,565,124
2019-12-29,202001,54,531,297,39,88,2,37,32,14,80,91,93,137,41,7,387,860,786,171,3556,2572,25,7,687,615,941,256
2020-01-05,202002,62,644,387,40,105,1,67,51,19,130,98,108,187,38,12,576,1397,1072,222,5750,4671,26,14,1348,1063,1231,410
2020-01-12,202003,89,629,314,35,153,1,61,128,23,177,157,96,205,48,12,629,1821,1400,242,7914,6622,19,15,2179,1335,1430,629
2020-01-19,202004,120,388,231,39,180,0,73,129,35,210,167,129,220,36,9,761,2083,1587,201,10533,9810,35,8,3211,1664,1732,790
2020-01-26,202005,122,327,227,68,195,3,72,160,39,262,217,155,232,31,5,1016,2330,1514,212,11964,11276,26,17,3315,1959,1741,743
2020-02-02,202006,183,269,206,73,219,1,96,164,49,458,232,164,244,40,9,1238,2890,1804,229,15482,16275,45,28,3600,2030,2230,1083
2020-02-09,202007,149,258,189,35,230,2,99,276,56,552,195,160,274,47,8,1488,3213,1974,248,16085,21082,87,50,3848,1874,2268,1246
2020-02-16,202008,143,195,157,26,156,1,93,223,39,629,168,161,240,45,5,1612,3187,1886,286,12801,18462,117,118,3528,1742,2126,1711
2020-02-23,202009,154,160,169,27,147,2,91,165,61,819,188,188,296,47,18,2217,3485,1746,236,13533,20194,152,166,3695,1550,2336,1999
2020-03-01,202010,187,132,252,21,186,0,123,177,82,898,240,150,347,42,21,2769,4307,1951,225,14096,22757,279,185,3593,1771,3107,2372
2020-03-08,202011,228,132,268,13,193,5,118,132,107,1063,252,160,355,45,21,2770,4625,1982,242,11884,20525,342,191,3262,1768,2938,2508
2020-03-15,202012,176,68,186,1,115,1,67,70,72,660,200,117,231,22,10,1993,3442,1343,148,8473,16565,329,171,2586,1368,2048,2133
2020-03-22,202013,173,53,106,3,101,1,51,60,32,530,73,58,181,22,4,1909,3261,1576,132,8604,15463,535,326,2228,1053,1864,2088
2020-03-29,202014,151,41,100,4,86,2,48,74,43,738,82,62,277,35,12,2684,3795,1691,131,8037,14361,656,507,2065,1096,2212,2311
2020-04-05,202015,155,42,104,1,93,4,53,68,58,901,100,95,297,44,8,3695,4285,1447,113,7486,12593,941,527,1633,1041,2467,3178
2020-04-12,202016,128,54,101,1,86,2,60,85,94,1107,123,122,533,90,13,4802,4614,1389,110,7448,10209,1008,324,1435,1140,2403,3180
2020-04-19,202017,105,49,65,4,84,6,64,69,111,1224,176,181,598,79,19,4751,4465,1188,95,6353,7811,1027,303,1224,1093,2322,2895
2020-04-26,202018,118,100,88,0,95,2,49,46,108,1122,205,170,599,84,32,4702,3688,1090,87,5796,6488,1004,253,1212,1111,2014,3156
2020-05-03,202019,149,128,80,0,108,0,42,42,99,1042,214,175,668,90,37,5105,3286,890,81,5178,5821,1065,228,955,976,1940,2721
2020-05-10,202020,127,173,83,0,62,2,43,29,138,835,233,211,932,77,30,4920,2979,763,65,4055,3999,852,133,707,1023,1779,2232
2020-05-17,202021,114,154,96,2,78,1,35,36,128,814,216,212,798,78,44,4390,2381,682,61,2570,2614,790,103,529,954,1584,1917
2020-05-24,202022,88,125,76,0,63,3,36,20,107,712,239,236,674,71,64,4286,1671,536,40,1938,1734,656,49,401,780,1306,1646
2020-05-31,202023,75,111,60,0,37,0,29,22,82,766,248,211,691,65,92,3967,1461,487,29,1586,1068,419,31,294,668,1392,1265
2020-06-07,202024,63,84,65,1,26,0,37,24,64,645,251,164,616,81,112,3249,1178,412,43,1562,931,289,19,346,641,1367,1013
2020-06-14,202025,71,58,87,2,41,0,33,22,45,767,311,181,649,87,80,2845,1016,348,30,1524,1068,322,24,335,639,1369,813
2020-06-21,202026,69,46,48,2,31,1,33,15,61,735,234,160,631,80,87,2040,795,264,29,1114,702,244,18,288,431,1286,615
2020-06-28,202027,70,46,73,2,22,0,31,12,39,688,287,214,745,81,111,2047,771,240,27,786,509,154,10,219,372,1319,592
2020-07-05,202028,43,30,58,3,12,0,20,14,35,601,244,235,715,106,111,1666,642,207,22,764,470,89,7,202,317,962,497
2020-07-12,202029,42,39,36,4,20,2,34,17,39,598,202,212,638,75,85,1358,502,127,33,691,380,36,4,212,263,651,474
2020-07-19,202030,46,35,38,0,19,1,17,12,28,521,147,209,587,52,106,1022,452,136,40,542,339,28,8,198,264,536,331
2020-07-26,202031,29,34,33,2,16,1,25,5,36,462,140,170,554,42,78,726,385,119,25,511,252,18,9,143,182,529,249
2020-08-02,202032,30,28,29,2,16,0,13,5,25,434,126,152,500,57,80,547,321,126,18,405,188,11,6,103,138,445,197
2020-08-09,202033,24,32,42,1,20,1,12,12,23,379,100,155,475,49,66,475,369,159,20,392,128,9,2,126,144,477,211
2020-08-16,202034,18,17,46,3,20,0,14,11,24,321,89,127,413,38,63,386,294,117,21,293,97,11,7,87,114,344,191
2020-08-23,202035,15,21,50,6,24,2,8,9,18,256,44,121,404,19,45,349,286,98,20,294,111,14,2,124,88,249,173
2020-08-30,202036,13,27,45,2,16,0,10,9,11,210,65,122,369,28,46,321,271,109,21,320,94,3,0,81,109,273,196
2020-09-06,202037,8,21,36,0,13,1,7,7,14,169,56,79,328,29,32,267,296,106,14,331,126,9,8,138,87,284,195
2020-09-13,202038,4,28,37,3,10,1,11,8,17,175,54,93,358,25,40,259,293,116,23,299,124,12,6,101,80,242,160
2020-09-20,202039,14,27,66,2,14,0,7,9,17,136,44,72,370,26,30,227,270,101,26,337,137,8,6,90,75,233,136
2020-09-27,202040,10,27,61,4,13,0,10,10,9,117,50,84,253,22,41,221,264,98,26,316,140,10,3,104,60,253,165
2020-10-04,202041,5,25,77,1,12,1,3,9,4,111,32,107,279,18,28,218,251,83,22,295,153,2,5,81,65,229,140
2020-10-11,202042,12,36,73,1,14,1,6,6,11,100,42,62,236,19,20,183,263,57,17,276,146,11,5,66,53,194,155
2020-10-18,202043,6,48,93,0,16,1,5,2,8,100,32,71,270,21,17,191,250,84,30,296,166,20,8,55,61,204,115
2020-10-25,202044,11,58,91,1,16,0,4,5,9,80,18,70,226,16,9,168,199,78,21,212,135,8,3,51,54,193,125
2020-11-01,202045,12,75,74,1,28,0,3,8,6,93,25,69,239,20,12,161,270,68,25,254,210,10,8,107,83,323,165
2020-11-08,202046,12,120,71,1,24,1,11,1,11,95,33,50,190,17,10,172,289,84,40,306,260,10,9,125,84,242,133
2020-11-15,202047,21,183,87,0,33,2,10,9,17,113,37,62,162,19,8,182,380,81,25,281,477,8,4,222,98,279,140
2020-11-22,202048,30,236,115,2,28,1,8,10,7,80,31,39,147,8,8,207,382,89,22,318,493,21,5,149,96,260,166
2020-11-29,202049,41,300,106,2,40,0,5,4,13,92,33,34,143,19,14,173,416,114,40,316,485,16,5,186,133,331,259
2020-12-06,202050,50,292,163,4,34,2,12,1,11,96,25,46,170,15,10,160,395,121,25,397,619,11,4,196,139,304,227
2020-12-13,202051,55,367,158,0,24,0,14,2,10,87,20,30,145,19,4,148,351,87,15,424,515,18,4,129,115,247,177
2020-12-20,202052,35,329,102,0,15,0,10,6,5,45,16,22,92,10,6,103,226,83,8,342,420,16,2,93,94,158,152
2020-12-27,202053,11,153,17,0,2,0,4,0,0,11,6,8,38,3,1,41,121,31,8,138,204,2,0,38,33,77,50
2021-01-03,202101,70,1173,191,2,55,11,13,38,19,85,28,50,121,13,4,180,426,0,19,1027,572,13,13,200,315,471,246
2021-01-10,202102,72,1118,166,2,67,7,5,69,25,86,33,48,99,16,8,247,497,0,26,1189,611,21,18,250,338,603,222
2021-01-17,202103,86,1317,184,5,100,6,11,67,21,116,28,42,140,16,6,345,520,0,29,1654,771,30,51,266,375,727,214
2021-01-24,202104,72,1143,172,3,97,8,21,59,19,138,31,43,139,9,4,503,499,0,41,2293,771,35,34,320,474,806,226
2021-01-31,202105,89,1147,250,2,85,6,27,54,32,196,45,75,208,14,5,650,663,0,36,3305,866,50,57,439,517,988,281
2021-02-07,202106,77,1013,288,4,87,2,30,42,38,215,28,80,210,10,4,847,625,0,34,4269,950,51,103,555,459,1194,282
2021-02-14,202107,106,1028,325,3,102,1,57,59,42,215,36,103,273,15,5,1149,722,0,38,5185,1177,75,129,574,688,1104,393
2021-02-21,202108,51,954,310,2,90,4,49,37,36,227,37,83,239,14,2,1045,832,0,42,6019,1290,108,182,580,574,1083,344
2021-02-28,202109,88,980,391,2,144,7,45,27,47,307,32,102,371,16,6,1031,1004,0,47,7125,1461,168,295,686,643,1277,444
2021-03-07,202110,48,752,328,0,145,8,69,31,50,332,43,100,491,20,4,1214,1083,0,82,7112,1527,282,334,628,569,1169,394
2021-03-14,202111,61,520,357,2,160,4,53,30,51,301,39,130,422,17,4,1353,1189,0,92,8253,1691,472,381,661,558,1395,395
2021-03-21,202112,53,331,333,4,88,5,64,21,45,341,36,103,404,9,5,1015,947,0,85,8602,1772,617,537,597,498,1463,420
2021-03-28,202113,58,281,354,5,119,3,91,24,49,396,30,117,480,6,7,1299,895,0,145,11533,2334,1140,832,648,518,1638,486
2021-04-04,202114,51,222,304,5,110,6,99,21,70,626,56,175,592,31,9,1361,1066,0,177,12379,2806,1388,1060,708,589,2133,614
2021-04-11,202115,23,187,307,4,138,4,98,22,82,666,83,157,647,26,7,1141,864,0,132,10955,2571,1458,1167,596,611,1920,693
2021-04-18,202116,43,156,266,5,123,6,97,27,104,854,103,206,829,26,7,952,805,0,111,11200,2640,2254,1312,573,617,1857,770
2021-04-25,202117,39,131,264,2,101,3,98,41,100,1084,91,222,1071,30,6,1039,770,0,122,9219,2288,2190,1554,431,613,1976,730
2021-05-02,202118,28,94,225,1,91,5,122,33,107,1290,137,287,1447,41,5,1104,679,0,89,7891,1687,2013,884,332,630,2016,774
2021-05-09,202119,54,104,229,3,93,5,129,25,118,1556,146,319,1819,42,9,1101,703,0,81,6366,1504,1790,590,348,668,1919,826
2021-05-16,202120,40,67,189,2,91,4,149,35,137,1579,169,350,2179,75,10,882,556,0,125,4774,1014,1358,297,224,589,1815,782
2021-05-23,202121,26,70,170,5,91,2,125,20,121,1655,137,460,2077,73,12,631,487,0,85,3772,713,1331,127,155,605,1537,716
2021-05-30,202122,38,42,162,8,78,8,139,20,165,1970,208,553,2396,109,11,614,499,0,106,2973,534,749,59,165,598,1688,748
2021-06-06,202123,28,50,165,7,81,4,149,22,138,2159,133,568,2188,155,12,590,458,0,82,2682,435,631,49,104,565,1414,629
2021-06-13,202124,48,44,148,3,62,4,119,22,139,2080,116,503,1854,198,17,412,351,0,74,1879,340,415,35,92,494,1181,517
2021-06-20,202125,25,20,138,1,49,8,111,16,153,1865,116,563,1752,229,38,284,266,0,62,1229,213,219,18,53,460,1107,405
2021-06-27,202126,25,32,127,0,46,4,98,12,109,1815,120,663,1750,281,33,284,229,0,55,942,133,124,10,42,372,839,353
2021-07-04,202127,17,34,149,5,68,9,76,17,115,1739,123,685,1594,302,29,233,175,0,56,748,131,61,17,40,321,624,239
2021-07-11,202128,19,22,105,2,32,5,92,20,120,1593,99,646,1484,341,35,175,167,0,58,619,121,40,12,33,261,542,211
2021-07-18,202129,13,22,139,5,28,3,85,12,96,1331,98,668,1202,349,38,131,156,0,51,471,79,25,5,38,262,533,177
2021-07-25,202130,10,22,100,0,24,6,63,15,165,1129,94,507,968,346,56,151,125,0,37,351,58,13,4,15,200,446,157
2021-08-01,202131,12,31,109,0,39,1,78,12,153,1083,102,515,942,403,41,118,105,0,33,369,66,18,4,28,138,446,148
2021-08-08,202132,9,26,86,2,41,8,56,8,148,865,112,544,738,292,33,86,149,0,38,339,70,13,5,29,126,360,131
2021-08-15,202133,15,29,60,1,36,4,86,17,120,755,120,548,657,349,24,88,153,0,29,345,93,14,4,28,135,445,110
2021-08-22,202134,6,18,52,2,33,6,56,7,90,532,77,436,677,293,18,86,149,0,38,331,79,20,3,25,129,327,90
2021-08-29,202135,4,33,61,1,23,14,60,13,57,415,59,500,563,311,40,61,122,0,27,276,64,19,3,24,80,362,114
2021-09-05,202136,6,35,55,0,22,11,78,16,53,423,88,519,642,320,31,72,162,0,17,313,74,11,5,25,89,302,117
2021-09-12,202137,5,33,39,1,34,11,69,15,31,361,79,479,542,268,27,68,159,0,25,359,80,11,0,24,106,342,134
2021-09-19,202138,9,48,38,0,24,6,56,13,33,334,61,463,475,273,21,77,162,0,16,320,88,9,6,30,111,330,120
2021-09-26,202139,7,44,31,0,36,11,62,10,32,289,77,426,442,290,18,92,168,0,22,306,49,9,4,20,131,387,143
2021-10-03,202140,7,58,43,1,18,6,50,10,34,191,63,364,385,189,11,44,159,0,14,290,68,7,3,31,115,357,126
2021-10-10,202141,12,62,45,0,23,2,85,14,18,205,76,322,356,210,18,65,146,0,14,330,74,7,5,29,166,376,95
2021-10-17,202142,15,97,69,1,34,3,110,3,6,207,78,303,325,265,20,54,161,0,15,325,61,7,6,33,155,478,120
2021-10-24,202143,15,84,41,2,34,2,139,10,15,209,81,261,310,172,24,74,213,0,11,316,76,17,1,31,216,501,128
2021-10-31,202144,36,81,43,3,62,6,198,17,16,255,94,225,296,182,66,109,234,0,14,380,151,12,4,37,300,642,128
2021-11-07,202145,33,78,78,5,69,1,271,11,19,220,89,199,285,149,86,151,289,0,5,500,150,14,3,39,351,755,174
2021-11-14,202146,82,100,130,4,173,9,475,19,15,178,94,220,279,108,69,160,300,0,24,599,175,14,4,47,465,1165,216
2021-11-21,202147,86,82,120,0,218,3,706,19,11,194,122,204,237,74,59,185,340,0,26,748,228,31,8,59,575,1565,262
2021-11-28,202148,118,164,112,1,389,2,1091,21,37,230,90,186,274,93,75,226,410,0,31,1098,309,47,9,70,805,2047,316
2021-12-05,202149,126,195,134,0,436,5,1361,39,45,266,97,198,224,90,86,241,426,0,28,1436,327,113,16,76,1018,2566,412
2021-12-12,202150,86,229,123,1,255,0,1458,22,38,240,96,188,253,99,79,221,421,0,25,1581,367,158,16,53,896,2159,483
2021-12-19,202151,29,101,83,1,113,0,771,7,3,131,59,142,193,74,28,132,259,0,34,1504,352,102,20,28,622,1029,500
2021-12-26,202152,4,3,6,0,18,0,205,5,0,26,7,30,22,4,0,33,50,0,2,662,178,54,6,5,123,335,232
2022-01-02,202201,253,156,64,1,245,7,1243,35,86,115,53,124,70,65,1,357,585,0,24,1679,111,20,25,65,1061,4349,768
2022-01-09,202202,269,139,71,1,290,9,1169,56,131,101,61,121,78,87,9,404,672,1,30,1814,128,30,37,90,1073,4090,808
2022-01-16,202203,293,181,55,0,274,4,1051,56,142,102,63,161,108,82,3,370,767,0,23,1896,171,21,50,106,1017,4919,954
2022-01-23,202204,255,126,70,0,179,5,1078,39,142,86,49,191,116,72,7,389,776,0,37,1965,180,31,76,137,966,5401,1224
2022-01-30,202205,320,132,87,1,279,4,1114,61,252,170,63,230,138,115,5,554,841,0,53,2765,294,66,117,156,1083,6845,1391
2022-02-06,202206,329,166,94,0,223,10,971,98,332,238,109,265,179,97,13,570,928,0,68,3305,437,167,112,192,1128,7284,1635
2022-02-13,202207,423,126,119,0,217,8,849,103,476,384,119,314,231,109,17,696,1014,0,81,4267,753,322,271,178,1090,6995,1590
2022-02-20,202208,371,105,96,0,163,6,662,98,408,450,178,353,203,98,14,734,1168,0,82,4769,1390,531,625,216,956,6332,1743
2022-02-27,202209,477,157,120,0,242,5,682,177,496,590,263,487,288,135,29,1021,1807,0,133,8348,3011,1598,1603,379,1269,8668,2125
2022-03-06,202210,437,129,126,0,204,8,633,227,819,641,343,505,286,139,12,1148,2268,0,198,11516,5089,3027,3287,483,1281,9365,2586
2022-03-13,202211,476,104,150,1,217,10,630,211,1114,727,502,601,311,124,30,1455,3138,0,228,14381,6569,3716,4445,574,1493,10217,2908
2022-03-20,202212,478,115,138,1,198,5,624,214,1671,774,560,696,418,173,28,1665,4220,0,301,18452,9904,5710,6111,755,1655,11381,3461
2022-03-27,202213,522,69,136,0,165,5,683,221,2131,984,694,806,445,259,42,1819,4880,1,314,21483,11662,6651,6475,867,1759,11007,3916
2022-04-03,202214,470,74,101,0,168,8,740,233,2198,1351,909,746,520,359,69,1940,5489,0,379,24569,12478,7083,6199,939,1773,11106,3911
2022-04-10,202215,514,99,88,1,167,5,731,194,2109,1413,1177,861,580,477,63,1736,6327,0,367,27108,14560,7786,7550,1099,1812,10478,3952
2022-04-17,202216,486,93,110,1,200,4,749,251,2872,1675,1874,1127,769,682,119,1922,6402,0,446,27826,14836,8417,7716,1278,1925,10175,4718
2022-04-24,202217,426,83,78,1,179,3,730,326,2821,1719,2175,1135,831,993,86,1928,6454,0,564,29820,14384,7320,6618,1703,1808,10544,4257
2022-05-01,202218,465,84,94,0,206,4,749,347,2126,2268,2270,1306,1008,1366,140,1935,6889,0,713,33083,16806,8326,5503,2145,1535,9894,3412
2022-05-08,202219,375,90,103,2,204,7,707,311,1925,2622,2253,1573,920,1651,179,1753,5979,0,856,25417,12121,6540,3536,1434,1367,8217,3160
2022-05-15,202220,321,70,83,2,158,5,636,303,1465,2787,2772,1604,754,2138,206,1617,4334,0,706,16388,7652,5271,2874,901,1150,5773,3201
2022-05-22,202221,277,51,80,0,100,7,567,243,1059,2431,2691,1243,635,2159,225,1201,2804,0,624,10403,4560,3489,1447,768,855,4159,2253
2022-05-29,202222,276,58,74,5,101,4,513,288,1192,2618,2877,1385,576,2287,241,1062,2542,0,580,8853,3342,2442,1147,817,756,4064,1821
2022-06-05,202223,214,34,58,0,95,4,407,211,868,2395,2524,1452,588,2038,288,836,2058,0,460,7106,2471,1361,475,653,592,3299,1516
2022-06-12,202224,176,30,66,0,78,6,359,197,833,2133,2082,1245,555,2031,263,620,1415,1,301,4841,1879,971,280,475,394,2582,1171
2022-06-19,202225,196,27,45,1,83,4,288,201,752,1819,1860,1226,514,1987,246,554,1242,0,280,3869,1493,878,190,423,395,2430,1004
